,Customers,Sales_Amount,Transaction,Avg_Transaction_Value,DaysSinceLastPurchase,Recency,Frequency,Monetary,Segment
6894,3d7b8383-3a46-4190-a8e0-3571ea990e4d,497.69999999999976,9,55.299999999999976,41,2,1,1,Big spenders
6895,3d7c7784-8b01-447b-88c4-352783e00921,162.30000000000013,6,27.050000000000022,40,2,1,1,Big spenders
6896,3d7c9f54-fba5-48af-bac2-3533147467ec,8.65,1,8.65,6,1,3,2,Recent low value
6897,3d80507d-90d9-49ba-8a7d-3552f25dd32b,233.00000000000009,5,46.600000000000016,11,1,1,1,Best Customers
6898,3d805e17-7880-4164-9dfe-35312ba28cc8,0.5,1,0.5,11,1,3,3,Recent low value
6899,3d807d21-a278-40a7-ba8a-356fe012ebd4,59.400000000000006,4,14.850000000000001,84,3,2,2,Inactive Accounts
6900,3d8146e0-a270-4901-b021-356f66213be4,11.9,2,5.95,95,3,2,3,Inactive Accounts
6901,3d81f131-7283-494d-9f5e-355088720b2f,82.40000000000002,4,20.600000000000005,116,3,2,2,Inactive Accounts
6902,3d845a1e-3542-4cc4-b532-357d8b585185,16.599999999999998,2,8.299999999999999,23,2,2,2,Lappsed
6903,3d8d1bc3-1081-41b8-9911-356f3aa26085,100.75000000000003,5,20.150000000000006,88,3,1,2,Loyal Lapsed
6904,3d8f844c-8877-473d-9cda-3541726a95c8,1030.800000000002,12,85.90000000000016,2,1,1,1,Best Customers
6905,3d92a5bc-2b59-468f-bbe0-352b9a54e594,553.2000000000004,12,46.10000000000003,2,1,1,1,Best Customers
6906,3d988923-0b2c-45ae-8a55-356eced864e8,25.3,2,12.65,95,3,2,2,Inactive Accounts
6907,3d9aa1e8-9b01-4599-bfae-353f3b832b99,17.7,2,8.85,53,2,2,2,Lappsed
6908,3da426c0-1763-4107-8443-353afe34bb7a,216.25,5,43.25,32,2,1,1,Big spenders
6909,3da45f91-fba7-4370-b4c8-356955f946a2,67.6,4,16.9,51,2,2,2,Lappsed
6910,3da88aed-d6e0-4c8d-bfbf-3544503d87a2,3.95,1,3.95,119,3,3,3,Inactive Accounts
6911,3da8d93f-bf2e-4437-b430-3532bfc7c25b,27.0,2,13.5,67,2,2,2,Lappsed
6912,3da9d7c7-bd78-41d6-8f8b-356aea329546,24.6,2,12.3,117,3,2,2,Inactive Accounts
6913,3da9e605-224a-436e-8f64-357ebd665985,15.8,2,7.9,17,1,2,3,Recent low value
6914,3daa6a13-d5f0-48fb-87c4-3565120f3462,220.5,6,36.75,101,3,1,1,Loyal Lapsed
6915,3dab3bbb-0adc-4ae3-b639-357b3d0240c5,4.35,1,4.35,24,2,3,3,Lappsed
6916,3dad9ce4-b7be-4ac7-8fb7-357bbd7d22a8,3.95,1,3.95,32,2,3,3,Lappsed
6917,3dae769b-a615-4831-ac0f-354457c189a4,3.95,1,3.95,75,3,3,3,Inactive Accounts
6918,3daf22b1-2e7c-4275-bc7c-35649f3d33d1,105.74999999999999,5,21.15,67,2,1,2,Loyal Customers
6919,3db2aa20-5daa-4072-8441-3572f02d9976,8.15,1,8.15,44,2,3,3,Lappsed
6920,3db3ce68-44ff-423d-a672-3577de4cda92,63.20000000000002,4,15.800000000000004,22,1,2,2,Recent low value
6921,3db45885-f5be-48ed-9222-3533204f6b78,64.80000000000001,4,16.200000000000003,30,2,2,2,Lappsed
6922,3db6aa14-7c10-4401-960f-3533e6f66414,75.6,2,37.8,18,1,2,1,Big spenders
6923,3dbdcae1-ac5e-45d3-a9ce-355c5049ae6d,104.60000000000001,4,26.150000000000002,32,2,2,1,Big spenders
6924,3dc21ba9-922a-432a-a868-3542009cffdf,184.4499999999998,7,26.34999999999997,102,3,1,1,Loyal Lapsed
6925,3dc3503d-c3d0-4375-8def-3554790d3e92,68.00000000000001,4,17.000000000000004,26,2,2,2,Lappsed
6926,3dcda135-4ec3-471c-b982-356f398b4b18,3.95,1,3.95,96,3,3,3,Inactive Accounts
6927,3dd1c8b6-5312-4f6e-a80f-354fb6266e63,114.25000000000004,5,22.85000000000001,117,3,1,1,Loyal Lapsed
6928,3dd2e975-ff64-460a-9019-352ed3a1e16f,27.4,2,13.7,31,2,2,2,Lappsed
6929,3dd362bf-6d01-45f0-b1df-35663403fc29,15.8,2,7.9,19,1,2,3,Recent low value
6930,3dd79aff-6b00-4c42-8f9b-3555e5e2b10d,63.15000000000002,3,21.050000000000008,19,1,2,2,Recent low value
6931,3dd96eb3-82b3-4798-ae2e-3570f66f9d07,39.9,3,13.299999999999999,62,2,2,2,Lappsed
6932,3dda917a-5178-49d6-bd79-353e8a767b09,244.64999999999984,7,34.949999999999974,26,2,1,1,Big spenders
6933,3ddb6931-7240-4db4-9b8e-35725385a5b3,16.599999999999998,2,8.299999999999999,39,2,2,2,Lappsed
6934,3ddc1f4d-3f7e-4ab6-89ae-3577a6a47e87,17.6,2,8.8,47,2,2,2,Lappsed
6935,3dde2e7c-3e40-4f83-98a0-3552c09c7733,3.95,1,3.95,129,3,3,3,Inactive Accounts
6936,3dde632b-ce44-48dc-b5db-3533e9efc01b,234.84999999999994,7,33.54999999999999,19,1,1,1,Best Customers
6937,3de2c489-2df9-4e8c-9d3b-356f3c48b9d9,135.3,6,22.55,37,2,1,1,Big spenders
6938,3de4914a-1c79-4848-916e-355707cdee7d,9.85,1,9.85,72,3,3,2,Inactive Accounts
6939,3de73061-ebc6-481d-a58a-354e551ddb2f,3.95,1,3.95,14,1,3,3,Recent low value
6940,3de7b8bd-bb56-4281-bc6e-3544cf05dc62,4.35,1,4.35,104,3,3,3,Inactive Accounts
6941,3de8826f-50a2-43e9-a838-3569cc6a8566,111.0,5,22.2,2,1,1,1,Best Customers
6942,3dea70b7-453a-41d2-9bac-35411672032c,75.0,4,18.75,56,2,2,2,Lappsed
6943,3deecc26-969e-48e4-bc50-356ad66167c6,5.95,1,5.95,118,3,3,3,Inactive Accounts
6944,3defcd68-0cb4-4893-b436-357fef2f0e9f,8.9,2,4.45,11,1,2,3,Recent low value
6945,3defcff9-0940-4e9c-b372-352b3cad2238,534.0000000000009,10,53.40000000000009,41,2,1,1,Big spenders
6946,3df0ea6f-f8b8-41bf-8de7-357c2065409c,16.599999999999998,2,8.299999999999999,20,1,2,2,Recent low value
6947,3df4b07c-4556-44be-9c66-356f38329bc0,112.74999999999999,5,22.549999999999997,93,3,1,1,Loyal Lapsed
6948,3df6c81b-731f-4349-9477-3537cee3ec4a,504.00000000000034,9,56.000000000000036,24,2,1,1,Big spenders
6949,3df7670b-3d54-45bd-aa4f-353fd2b40d12,30.299999999999997,2,15.149999999999999,31,2,2,2,Lappsed
6950,3df78e38-3393-464e-9c85-35495036af2b,15.8,2,7.9,23,2,2,3,Lappsed
6951,3df7d302-f457-4536-a7aa-3545c098c32b,73.6,2,36.8,9,1,2,1,Big spenders
6952,3df82b91-222e-4128-afd0-35736c78d3db,4.35,1,4.35,3,1,3,3,Recent low value
6953,3df8b06d-8b25-4a70-ad10-35557facd535,21.8,2,10.9,17,1,2,2,Recent low value
6954,3dfb6d87-b24b-446a-81ac-35547b79756a,68.69999999999999,3,22.899999999999995,57,2,2,1,Big spenders
6955,3dfcf7f1-a062-445d-a5b4-35369b4626d3,53.85000000000001,3,17.950000000000003,28,2,2,2,Lappsed
6956,3dff3b30-b3a7-4930-ae22-3542a815f499,414.9999999999999,10,41.499999999999986,40,2,1,1,Big spenders
6957,3e01de6b-d17e-4410-b980-357bf5aeebb0,106.19999999999999,6,17.7,6,1,1,2,Loyal Customers
6958,3e04fb1f-985a-48da-98b7-356e76d68fea,12.0,4,3.0,4,1,2,3,Recent low value
6959,3e09b588-a8ac-4b03-bbf3-353176b8da42,161.74999999999997,5,32.349999999999994,9,1,1,1,Best Customers
6960,3e0ad3bb-5cfc-4712-8241-355ac0c70e25,391.04999999999967,9,43.44999999999996,43,2,1,1,Big spenders
6961,3e0baab2-b300-4ccf-bf16-3576f131faab,155.69999999999996,6,25.949999999999992,16,1,1,1,Best Customers
6962,3e124253-5204-4425-8619-353c317ffb05,1476.0000000000005,15,98.40000000000003,28,2,1,1,Big spenders
6963,3e16dfac-e0eb-40cf-9076-357802742de9,3.95,1,3.95,51,2,3,3,Lappsed
6964,3e1724b6-0a39-4fde-b7f1-35672ba98742,38.550000000000004,3,12.850000000000001,103,3,2,2,Inactive Accounts
6965,3e17d7f1-e330-4f07-a6f6-3530fcb427a6,601.700000000001,11,54.70000000000009,3,1,1,1,Best Customers
6966,3e18c502-94c1-4b33-b837-357741e356c2,33.8,4,8.45,18,1,2,2,Recent low value
6967,3e1a64fa-c22f-45c7-ade6-3577b72ee412,84.29999999999998,3,28.099999999999994,21,1,2,1,Big spenders
6968,3e1f1431-04f8-4a20-bcd2-356ff7e5e681,31.8,2,15.9,87,3,2,2,Inactive Accounts
6969,3e1f5c71-a59a-45ae-9047-357f21580946,18.6,2,9.3,10,1,2,2,Recent low value
6970,3e1faafd-bb93-47db-b7eb-356f04f2697e,3.95,1,3.95,97,3,3,3,Inactive Accounts
6971,3e1fcf82-561e-4bb2-a245-35744b66bdfa,41.4,3,13.799999999999999,70,3,2,2,Inactive Accounts
6972,3e22662a-db63-49de-8eff-357ac79990dd,14.0,2,7.0,37,2,2,3,Lappsed
6973,3e24001e-396e-4e3c-9360-35682a36b0b9,3.95,1,3.95,132,3,3,3,Inactive Accounts
6974,3e24af2d-989e-4cd0-a2cf-353092fac440,216.50000000000003,5,43.300000000000004,36,2,1,1,Big spenders
6975,3e26220d-72ab-4ac9-9232-35685f80716e,2.0,1,2.0,131,3,3,3,Inactive Accounts
6976,3e2eecd5-eec2-4072-a3c0-3553913bcd75,3.95,1,3.95,130,3,3,3,Inactive Accounts
6977,3e2ef924-c955-427e-afc3-3531bcb078fc,399.69999999999976,7,57.099999999999966,4,1,1,1,Best Customers
6978,3e316244-dbdf-43e9-95d4-3566eda2777b,39.150000000000006,3,13.050000000000002,106,3,2,2,Inactive Accounts
6979,3e31f01d-b5d3-4d32-88f3-357787f18c09,3.95,1,3.95,53,2,3,3,Lappsed
6980,3e32d11c-f06d-444b-9d03-356c3726e06a,35.55,3,11.85,85,3,2,2,Inactive Accounts
6981,3e33019f-1b90-419d-ab47-352a1817069a,66.4,4,16.6,74,3,2,2,Inactive Accounts
6982,3e39e022-f98f-4630-8123-3525bab63364,39.75,3,13.25,82,3,2,2,Inactive Accounts
6983,3e3a0366-23da-4b7c-9fdd-353114faaf6e,167.09999999999997,6,27.849999999999994,19,1,1,1,Best Customers
6984,3e3c51af-70fc-4545-b5a2-357e4f789fd2,15.8,2,7.9,19,1,2,3,Recent low value
6985,3e49071a-d656-4087-93cc-357b105f13eb,57.40000000000001,4,14.350000000000003,35,2,2,2,Lappsed
6986,3e4b6e57-e803-4fc2-9ba4-353481d11189,98.75000000000004,5,19.750000000000007,19,1,1,2,Loyal Customers
6987,3e525af7-c1de-4bea-9b8f-357b5e0660d3,11.05,1,11.05,33,2,3,2,Lappsed
6988,3e52c108-4d52-4cd3-bee5-357c37668bb4,3.95,1,3.95,29,2,3,3,Lappsed
6989,3e531d6e-89ca-4c15-b6bd-3566c770c721,110.59999999999998,4,27.649999999999995,2,1,2,1,Big spenders
6990,3e54cc6d-514d-48e0-9a7b-3539ade99e3e,3426.249999999981,25,137.04999999999924,26,2,1,1,Big spenders
6991,3e57683e-2bb3-487a-8a09-3549e02e57cd,67.0,4,16.75,102,3,2,2,Inactive Accounts
6992,3e5c7cf3-375c-437e-8d81-3570cbe310ec,15.8,2,7.9,62,2,2,3,Lappsed
6993,3e5ca259-3c8b-493d-9c92-357ad30d8c6f,106.74999999999997,5,21.349999999999994,10,1,1,2,Loyal Customers
6994,3e5da938-ad79-4d83-ac8c-3555171e4ae0,11.9,2,5.95,79,3,2,3,Inactive Accounts
6995,3e61f979-1e34-4d6b-805c-354a42768938,151.19999999999993,7,21.59999999999999,113,3,1,1,Loyal Lapsed
6996,3e62694e-53e2-47c8-95c6-357f7d508f0e,101.20000000000003,4,25.300000000000008,7,1,2,1,Big spenders
6997,3e6591f1-6f65-4703-8856-353fbc8c2e4d,29.549999999999997,3,9.85,31,2,2,2,Lappsed
6998,3e6f9e91-e16a-454f-a626-357d84d5b907,4.35,1,4.35,23,2,3,3,Lappsed
6999,3e7171ec-6117-44c3-8898-357db792b4b6,35.4,2,17.7,17,1,2,2,Recent low value
7000,3e72792b-7582-4e9a-b8ec-3550c144f536,103.5,5,20.7,2,1,1,2,Loyal Customers
7001,3e76f0ea-24ef-49e3-bce7-357a02269b10,39.150000000000006,3,13.050000000000002,2,1,2,2,Recent low value
7002,3e7d4957-da1f-4768-a81c-35407cb2529b,312.29999999999995,6,52.04999999999999,22,1,1,1,Best Customers
7003,3e7fbbce-084f-4615-a2d9-3570992da570,252.7999999999997,8,31.599999999999962,45,2,1,1,Big spenders
7004,3e821374-04b8-4d47-b7be-35793382928b,39.150000000000006,3,13.050000000000002,29,2,2,2,Lappsed
7005,3e86b3d5-64ea-4436-a687-35747f4ae269,64.80000000000003,4,16.200000000000006,30,2,2,2,Lappsed
7006,3e8af849-0ff0-4403-91d1-355deb873ec3,66.40000000000002,4,16.600000000000005,48,2,2,2,Lappsed
7007,3e8cc3c7-e77e-42ba-aeea-35762ab0335b,241.99999999999986,8,30.249999999999982,6,1,1,1,Best Customers
7008,3e8d71b8-9a18-4313-b216-355b974ebc35,2.0,1,2.0,70,3,3,3,Inactive Accounts
7009,3e8d773e-d049-4bcc-883d-355a9217e511,8.85,1,8.85,108,3,3,2,Inactive Accounts
7010,3e931787-82cc-4456-955c-357fafdf5e5f,0.2,1,0.2,10,1,3,3,Recent low value
7011,3e93794f-598c-4ffe-984b-357916224db8,3.95,1,3.95,38,2,3,3,Lappsed
7012,3e94f6ec-b218-49b9-87df-353259976cab,81.0,5,16.2,13,1,1,2,Loyal Customers
7013,3e957dd3-03dd-4c3a-9ec8-354784f86d15,16.599999999999998,2,8.299999999999999,104,3,2,2,Inactive Accounts
7014,3e959df5-fe34-4091-a65b-357ef1f23d3f,16.599999999999998,2,8.299999999999999,16,1,2,2,Recent low value
7015,3e95bd62-baf7-43e4-b7e8-3551978ad1d2,106.74999999999996,5,21.34999999999999,18,1,1,2,Loyal Customers
7016,3e9674f4-f7e9-404b-a6b3-3577bff54837,4.35,1,4.35,52,2,3,3,Lappsed
7017,3e987da8-3f80-4e1f-85a3-3566f79b9831,3.95,1,3.95,4,1,3,3,Recent low value
7018,3e99727e-0226-42c1-965d-357fba6ffd5d,4.35,1,4.35,12,1,3,3,Recent low value
7019,3e9a81a4-4904-4d2a-8a58-356f408a213b,6.35,1,6.35,96,3,3,3,Inactive Accounts
7020,3e9aa959-5381-4862-a3f4-3562e3d7927b,261.19999999999976,8,32.64999999999997,23,2,1,1,Big spenders
7021,3ea18c96-6336-46ae-9b38-3574f16b3de6,37.95,3,12.65,34,2,2,2,Lappsed
7022,3ea1b529-8364-4a5b-8c7a-3579a6d71bfc,16.599999999999998,2,8.299999999999999,38,2,2,2,Lappsed
7023,3ea2bd9a-bd5a-4861-94ba-3575da949bb9,15.8,2,7.9,57,2,2,3,Lappsed
7024,3ea3e7b9-9436-48ba-91b4-357e30dd7ebc,25.35,1,25.35,8,1,3,1,Big spenders
7025,3ea5f68d-a682-420a-91e9-3557df8f4f8f,16.6,2,8.3,99,3,2,2,Inactive Accounts
7026,3ea5ff64-6b85-40ac-ae9f-353bc8e4b188,26.4,2,13.2,106,3,2,2,Inactive Accounts
7027,3ea6cd6b-6b1c-4bfd-84da-355ceee08601,36.75000000000001,3,12.250000000000002,28,2,2,2,Lappsed
7028,3ea913ad-7fb0-4d0c-824d-357bcb5457d1,146.99999999999994,6,24.49999999999999,12,1,1,1,Best Customers
7029,3eab703f-ee67-462c-89e1-3533e679e034,730.3500000000004,9,81.15000000000003,10,1,1,1,Best Customers
7030,3eac46fe-9b5d-4eb9-9393-35264ba14b9b,59.25000000000001,3,19.750000000000004,49,2,2,2,Lappsed
7031,3eac5648-2733-4dd2-b4c5-354052a936ec,16.599999999999998,2,8.299999999999999,68,3,2,2,Inactive Accounts
7032,3eacc123-d455-4d6b-aa41-353b883b9c1e,170.79999999999987,7,24.39999999999998,61,2,1,1,Big spenders
7033,3eb9ec9f-33e1-44ea-83fc-356b7043c576,3.95,1,3.95,115,3,3,3,Inactive Accounts
7034,3eba3105-c0af-4933-ad44-35805d6b8e6a,14.7,2,7.35,5,1,2,3,Recent low value
7035,3ebbf03f-bb6c-464a-b660-356e3e2a7521,4.5,1,4.5,101,3,3,3,Inactive Accounts
7036,3ebc8e92-d712-4021-b798-3566239cc63f,16.599999999999998,2,8.299999999999999,134,3,2,2,Inactive Accounts
7037,3ebc905e-f982-47a7-b474-3532218aea33,2176.450000000007,19,114.55000000000037,9,1,1,1,Best Customers
7038,3ebec7d0-19b7-4257-89bb-35786644deb0,19.8,2,9.9,33,2,2,2,Lappsed
7039,3ebf49e0-0c7e-4cc4-8628-355e763e2a42,93.15,3,31.05,54,2,2,1,Big spenders
7040,3ebfbb5b-df87-4035-b2fd-355512940059,125.99999999999996,6,20.999999999999993,22,1,1,2,Loyal Customers
7041,3ec13af8-b686-4359-9ae8-35475a0cfcfd,628.5000000000007,10,62.850000000000065,6,1,1,1,Best Customers
7042,3ec26c02-7bc0-46a9-b0a3-3571c2f1c7ab,15.8,2,7.9,9,1,2,3,Recent low value
7043,3ec33069-774d-41da-b348-355f29707856,10.45,1,10.45,132,3,3,2,Inactive Accounts
7044,3ec7356e-5f73-4153-aeee-354a509ab587,281.1,6,46.85,105,3,1,1,Loyal Lapsed
7045,3ecc90d0-f10a-4cd4-83da-356dd213a143,262.39999999999975,8,32.79999999999997,57,2,1,1,Big spenders
7046,3ece380c-7fdd-4788-94d3-3540fc38aef3,69.60000000000001,4,17.400000000000002,99,3,2,2,Inactive Accounts
7047,3ed29a61-4192-48fa-b691-35619b0f289e,154.1999999999999,6,25.699999999999985,102,3,1,1,Loyal Lapsed
7048,3ed313a6-4dc2-40b6-80b1-355ac954cbcd,53.70000000000001,3,17.900000000000002,107,3,2,2,Inactive Accounts
7049,3ed41e05-38e8-4b9a-a58b-35642e90be03,3.95,1,3.95,130,3,3,3,Inactive Accounts
7050,3ed473cc-4721-4fff-8d1e-356c5d1ab8cf,235.95,11,21.45,5,1,1,1,Best Customers
7051,3ed5b175-e2cc-462d-8cef-35682c164800,4.35,1,4.35,114,3,3,3,Inactive Accounts
7052,3ed60b1f-855c-4536-8d17-35614ee76646,116.74999999999996,5,23.34999999999999,12,1,1,1,Best Customers
7053,3ed7104c-2ffa-4bb0-bc02-35738da38632,14.0,1,14.0,74,3,3,2,Inactive Accounts
7054,3ed9371c-128e-4954-9184-35583f169396,150.29999999999995,6,25.049999999999994,78,3,1,1,Loyal Lapsed
7055,3eda4751-c439-4ccb-ab2c-3570c5d09e06,50.7,3,16.900000000000002,74,3,2,2,Inactive Accounts
7056,3edb2bed-ec3c-44cd-bd21-3565cb2ca07e,25.950000000000003,3,8.65,114,3,2,2,Inactive Accounts
7057,3edb772e-7c4a-4eee-a9ac-357325269857,5.95,1,5.95,68,3,3,3,Inactive Accounts
7058,3edf4f2d-d665-41d0-91ea-3560d5f1b017,93.00000000000003,5,18.600000000000005,106,3,1,2,Loyal Lapsed
7059,3ee29cb2-83ce-4015-828f-355646c68e33,337.8,6,56.300000000000004,35,2,1,1,Big spenders
7060,3ee5d7f1-38ce-4211-8359-353c596b042d,45.900000000000006,3,15.300000000000002,25,2,2,2,Lappsed
7061,3ee66e1a-30f2-4c6f-b4bc-3553f2f6368f,3.95,1,3.95,126,3,3,3,Inactive Accounts
7062,3ee7a260-7762-4215-a55e-3576e6e4eda8,4.35,1,4.35,57,2,3,3,Lappsed
7063,3ee7b825-de49-40d5-a610-3568bfb6ab0c,4.35,1,4.35,129,3,3,3,Inactive Accounts
7064,3eeafef3-a0c6-4bac-9a0c-353e0a0eb226,231.19999999999987,8,28.899999999999984,14,1,1,1,Best Customers
7065,3eeb9372-fede-487e-b8c0-355e52e2ff9a,1122.5499999999997,11,102.04999999999997,10,1,1,1,Best Customers
7066,3eebecac-3c74-4d96-867b-3537b1a0fd80,3.95,1,3.95,39,2,3,3,Lappsed
7067,3eece4e6-878e-47a3-ae33-3578a7023b8b,3.95,1,3.95,48,2,3,3,Lappsed
7068,3ef5b23f-4544-48eb-b013-357fc39e3468,11.9,2,5.95,4,1,2,3,Recent low value
7069,3ef6778f-0b5f-4bd2-9879-3578d7d0bf66,4.35,1,4.35,47,2,3,3,Lappsed
7070,3efeaec4-01ec-420a-8fbb-356243f04808,426.6000000000006,12,35.55000000000005,42,2,1,1,Big spenders
7071,3f032d3e-819f-4c16-89db-355e13fa4a9a,37.95000000000001,3,12.650000000000004,88,3,2,2,Inactive Accounts
7072,3f045511-3dee-4b20-bf16-356f28dac782,3.95,1,3.95,96,3,3,3,Inactive Accounts
7073,3f0ac204-7ed0-4aef-a21c-354a561c83c6,2329.199999999997,12,194.09999999999977,17,1,1,1,Best Customers
7074,3f0b1c4b-ea2b-4fd4-9c43-357cfd535062,36.75,3,12.25,11,1,2,2,Recent low value
7075,3f0b8da4-6054-45f0-9ccb-35685e52e064,4.35,1,4.35,131,3,3,3,Inactive Accounts
7076,3f0f6244-2bac-4718-ab6a-352e08cf9800,17.4,2,8.7,46,2,2,2,Lappsed
7077,3f11f051-7ea5-4a6f-b03e-356ab134b731,3.95,1,3.95,119,3,3,3,Inactive Accounts
7078,3f135010-ac97-4296-8add-356b4ab9af9e,3.95,1,3.95,116,3,3,3,Inactive Accounts
7079,3f162b3e-cb3c-4854-aeee-3539f1630b05,16.7,2,8.35,72,3,2,2,Inactive Accounts
7080,3f175d6b-bb33-450f-a5a1-354fe94fc7fc,417.59999999999974,8,52.19999999999997,21,1,1,1,Best Customers
7081,3f1c3fcd-dcf5-4abc-831c-3560cff06230,152.70000000000002,6,25.450000000000003,113,3,1,1,Loyal Lapsed
7082,3f1ed46b-89e3-4bf6-9886-357a02151e64,4.35,1,4.35,41,2,3,3,Lappsed
7083,3f254103-bd22-4ec8-90c5-353990ea2c73,230.99999999999997,6,38.49999999999999,18,1,1,1,Best Customers
7084,3f257603-9199-4fd2-a0da-35659b26a09f,108.75000000000006,5,21.75000000000001,32,2,1,1,Big spenders
7085,3f288621-175e-474c-8bd6-353d887bb4b0,55.050000000000004,3,18.35,24,2,2,2,Lappsed
7086,3f2969b9-35f7-46ff-a91d-356f1c71d090,892.4500000000015,13,68.65000000000012,10,1,1,1,Best Customers
7087,3f2e040b-f743-4b4a-b07c-35614d7d2773,43.65,3,14.549999999999999,69,3,2,2,Inactive Accounts
7088,3f2f4090-1ae0-4a23-a3e9-3533af25ade9,18.0,2,9.0,37,2,2,2,Lappsed
7089,3f2fd378-b6e0-4f43-baab-35450666003c,162.90000000000003,6,27.150000000000006,29,2,1,1,Big spenders
7090,3f3288ea-5a28-49c4-9d78-356f66a0752b,4.35,1,4.35,95,3,3,3,Inactive Accounts
7091,3f35fe33-581b-4b14-a799-355091c00003,4.5,1,4.5,125,3,3,3,Inactive Accounts
7092,3f370b21-84ce-4b4f-a375-356e05d6b4be,34.6,2,17.3,90,3,2,2,Inactive Accounts
7093,3f3d7eef-9a29-4d74-ae35-3572c3c64603,155.4,7,22.2,9,1,1,1,Best Customers
7094,3f3dca24-7922-429b-be10-3539d24fa8d7,17.4,2,8.7,10,1,2,2,Recent low value
7095,3f3f30c5-db62-4396-bdd2-354e067799ee,17.7,2,8.85,110,3,2,2,Inactive Accounts
7096,3f408849-660d-4a95-b37d-3580850deb43,4.35,1,4.35,8,1,3,3,Recent low value
7097,3f4110f1-2af2-4c74-99dc-3569ebe24927,16.599999999999998,2,8.299999999999999,123,3,2,2,Inactive Accounts
7098,3f41fee7-47f0-436f-935e-3578da87f343,16.9,2,8.45,38,2,2,2,Lappsed
7099,3f425c91-e187-4740-b19b-356e308b22c9,20.8,2,10.4,101,3,2,2,Inactive Accounts
7100,3f44f0e8-6432-4e7e-9f5b-354d07bf2e23,182.6999999999999,6,30.449999999999985,23,2,1,1,Big spenders
7101,3f484ebb-ea06-4722-99f5-353d133770d0,4.35,1,4.35,90,3,3,3,Inactive Accounts
7102,3f4851e3-30ec-4ae4-aaf3-357b5e82c901,19.4,1,19.4,27,2,3,2,Lappsed
7103,3f492dde-38eb-4d15-804e-3567d05efcb8,453.1499999999995,9,50.349999999999945,35,2,1,1,Big spenders
7104,3f50812d-32ef-4d36-a17f-3529adcc91d7,53.000000000000014,4,13.250000000000004,88,3,2,2,Inactive Accounts
7105,3f5197d1-8a5d-4e04-9f88-354c13848b22,49.35000000000001,3,16.450000000000003,117,3,2,2,Inactive Accounts
7106,3f55fefd-68a9-4e6c-861f-352e89d590ae,5.0,1,5.0,95,3,3,3,Inactive Accounts
7107,3f5b3772-8683-4344-845b-35531db1a1f2,60.800000000000004,4,15.200000000000001,62,2,2,2,Lappsed
7108,3f5d4e89-2027-44ea-8731-357bc1d858bc,16.599999999999998,2,8.299999999999999,2,1,2,2,Recent low value
7109,3f5ffbf1-ff41-4912-ad0e-3543d5c9ed42,2000.000000000001,20,100.00000000000004,4,1,1,1,Best Customers
7110,3f630da0-ff61-45c0-9ddc-35675d77ebba,10.200000000000001,2,5.1000000000000005,104,3,2,3,Inactive Accounts
7111,3f640396-f4a7-4ce5-8f58-3526dab0e4e5,719.6000000000012,14,51.400000000000084,23,2,1,1,Big spenders
7112,3f651821-804d-4baa-98b4-35264f68e34b,701.8,11,63.8,10,1,1,1,Best Customers
7113,3f681012-a515-482a-bcc7-3575b793433d,37.95,3,12.65,38,2,2,2,Lappsed
7114,3f6a4b22-a0ec-4ecd-8c9c-35548853047e,200.25,5,40.05,20,1,1,1,Best Customers
7115,3f6b1aae-2f70-4b52-9701-35738eca0086,8.0,2,4.0,36,2,2,3,Lappsed
7116,3f6bdf57-a037-47a1-8426-357b4082a685,94.60000000000001,4,23.650000000000002,8,1,2,1,Big spenders
7117,3f71f083-af93-4e1e-a430-354d7016047e,16.599999999999998,2,8.299999999999999,8,1,2,2,Recent low value
7118,3f744e8a-cd55-4319-b0c3-35742cf934b9,2.0,1,2.0,71,3,3,3,Inactive Accounts
7119,3f78ad5d-b89e-4a58-b40e-353d82f077a3,15.65,1,15.65,94,3,3,2,Inactive Accounts
7120,3f7e2c58-cacb-4ded-9749-355f8f72f32e,418.05000000000024,9,46.450000000000024,50,2,1,1,Big spenders
7121,3f7e6ed1-df44-40dd-9782-3550fcd9986b,144.60000000000002,6,24.100000000000005,28,2,1,1,Big spenders
7122,3f812252-7a6d-440b-8f2d-35681792cfe1,48.1,2,24.05,91,3,2,1,Inactive Accounts
7123,3f83063d-4a91-42be-8b1d-3555228e53d9,444.60000000000014,6,74.10000000000002,11,1,1,1,Best Customers
7124,3f862541-5be9-485a-9d10-355f8489e6a3,16.599999999999998,2,8.299999999999999,75,3,2,2,Inactive Accounts
7125,3f871186-4c88-46a2-b6d8-3570fdb0caff,3.95,1,3.95,87,3,3,3,Inactive Accounts
7126,3f878e68-ca79-49e9-8e99-354926b391b8,7.7,1,7.7,14,1,3,3,Recent low value
7127,3f8a66e7-7e37-423c-a629-35548622d11a,7.7,1,7.7,34,2,3,3,Lappsed
7128,3f8f8bd7-e361-4c36-850d-3537ac9a42a1,1908.5499999999968,19,100.44999999999983,8,1,1,1,Best Customers
7129,3f9140e8-e21a-4bc2-9acb-357d0dd5c159,16.6,2,8.3,25,2,2,2,Lappsed
7130,3f94456a-d4a3-4994-b5ff-355a39ab0b09,114.59999999999997,4,28.64999999999999,123,3,2,1,Inactive Accounts
7131,3f978bc0-a1c0-46e9-8e13-3535439ca49b,556.4000000000011,13,42.80000000000008,19,1,1,1,Best Customers
